성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대
여성,1970,결혼,있음,254.0,74.0,수도권,52,문리 기술 및 예능 강사,중년
남성,1973,결혼,있음,254.0,183.0,수도권,49,문리 기술 및 예능 강사,중년
여성,1976,결혼,있음,254.0,50.0,수도권,46,문리 기술 및 예능 강사,중년
남성,1962,결혼,없음,254.0,241.61901596892534,수도권,60,문리 기술 및 예능 강사,노년
여성,1966,결혼,없음,254.0,241.61901596892534,수도권,56,문리 기술 및 예능 강사,중년
남성,1983,무응답,없음,254.0,200.0,대전/충남,39,문리 기술 및 예능 강사,중년
남성,1957,결혼,없음,254.0,241.61901596892534,대전/충남,65,문리 기술 및 예능 강사,노년
여성,1961,결혼,있음,254.0,241.61901596892534,대전/충남,61,문리 기술 및 예능 강사,노년
남성,1934,무응답,있음,254.0,20.0,광주/전남/전북/제주도,88,문리 기술 및 예능 강사,노년
여성,1972,결혼,있음,254.0,60.0,수도권,50,문리 기술 및 예능 강사,중년
여성,1974,결혼,있음,254.0,82.0,광주/전남/전북/제주도,48,문리 기술 및 예능 강사,중년
여성,1984,무응답,있음,254.0,101.6,광주/전남/전북/제주도,38,문리 기술 및 예능 강사,중년
남성,1967,결혼,없음,254.0,201.6,광주/전남/전북/제주도,55,문리 기술 및 예능 강사,중년
남성,1978,결혼,없음,254.0,241.61901596892534,대구/경북,44,문리 기술 및 예능 강사,중년
남성,1980,무응답,없음,254.0,249.0,수도권,42,문리 기술 및 예능 강사,중년
여성,1981,결혼,없음,254.0,35.0,대구/경북,41,문리 기술 및 예능 강사,중년
여성,1979,결혼,없음,254.0,241.61901596892534,부산/경남/울산,43,문리 기술 및 예능 강사,중년
여성,1955,결혼,있음,254.0,102.0,부산/경남/울산,67,문리 기술 및 예능 강사,노년
남성,1984,무응답,있음,254.0,150.0,광주/전남/전북/제주도,38,문리 기술 및 예능 강사,중년
여성,1969,결혼,있음,254.0,225.0,광주/전남/전북/제주도,53,문리 기술 및 예능 강사,중년
여성,1964,결혼,있음,254.0,130.0,서울,58,문리 기술 및 예능 강사,중년
여성,1972,이혼,있음,254.0,250.0,수도권,50,문리 기술 및 예능 강사,중년
남성,1974,결혼,없음,254.0,450.0,서울,48,문리 기술 및 예능 강사,중년
여성,1979,결혼,있음,254.0,140.0,광주/전남/전북/제주도,43,문리 기술 및 예능 강사,중년
여성,1973,결혼,없음,254.0,125.0,수도권,49,문리 기술 및 예능 강사,중년
여성,1981,결혼,없음,254.0,220.0,부산/경남/울산,41,문리 기술 및 예능 강사,중년
남성,1989,무응답,있음,254.0,160.0,부산/경남/울산,33,문리 기술 및 예능 강사,중년
남성,1976,결혼,없음,254.0,708.3,서울,46,문리 기술 및 예능 강사,중년
남성,1954,결혼,있음,254.0,241.61901596892534,부산/경남/울산,68,문리 기술 및 예능 강사,노년
여성,1985,결혼,있음,254.0,241.61901596892534,대전/충남,37,문리 기술 및 예능 강사,중년
남성,1976,결혼,있음,254.0,200.0,강원/충북,46,문리 기술 및 예능 강사,중년
여성,1942,결혼,있음,510.0,150.0,서울,80,영업 종사자,노년
남성,1973,결혼,없음,510.0,274.2,서울,49,영업 종사자,중년
남성,1985,무응답,있음,510.0,312.0,서울,37,영업 종사자,중년
남성,1962,결혼,없음,510.0,240.0,서울,60,영업 종사자,노년
여성,1966,결혼,있음,510.0,625.0,서울,56,영업 종사자,중년
남성,1977,결혼,있음,510.0,429.7,수도권,45,영업 종사자,중년
남성,1980,결혼,없음,510.0,375.0,광주/전남/전북/제주도,42,영업 종사자,중년
남성,1961,결혼,있음,510.0,267.0,서울,61,영업 종사자,노년
남성,1978,결혼,없음,510.0,411.7,서울,44,영업 종사자,중년
남성,1982,무응답,있음,510.0,233.0,서울,40,영업 종사자,중년
남성,1975,결혼,없음,510.0,393.2,서울,47,영업 종사자,중년
여성,1980,무응답,없음,510.0,333.0,서울,42,영업 종사자,중년
남성,1986,결혼,없음,510.0,255.0,수도권,36,영업 종사자,중년
여성,1960,결혼,있음,510.0,400.0,서울,62,영업 종사자,노년
남성,1955,결혼,있음,510.0,129.0,서울,67,영업 종사자,노년
남성,1982,결혼,없음,510.0,283.0,수도권,40,영업 종사자,중년
남성,1953,결혼,있음,510.0,298.0,서울,69,영업 종사자,노년
남성,1953,결혼,있음,510.0,241.61901596892534,서울,69,영업 종사자,노년
남성,1952,결혼,있음,510.0,241.61901596892534,서울,70,영업 종사자,노년
여성,1969,이혼,없음,510.0,100.0,서울,53,영업 종사자,중년
남성,1973,결혼,있음,510.0,730.0,수도권,49,영업 종사자,중년
남성,1976,결혼,없음,510.0,425.0,수도권,46,영업 종사자,중년
남성,1972,결혼,있음,510.0,241.61901596892534,수도권,50,영업 종사자,중년
남성,1985,결혼,있음,510.0,270.0,서울,37,영업 종사자,중년
남성,1971,결혼,없음,510.0,197.0,서울,51,영업 종사자,중년
남성,1942,결혼,있음,510.0,120.0,서울,80,영업 종사자,노년
남성,1977,이혼,없음,510.0,350.0,서울,45,영업 종사자,중년
여성,1959,무응답,없음,510.0,83.0,수도권,63,영업 종사자,노년
남성,1973,무응답,있음,510.0,225.5,서울,49,영업 종사자,중년
여성,1953,결혼,있음,510.0,141.7,부산/경남/울산,69,영업 종사자,노년
남성,1955,결혼,없음,510.0,241.61901596892534,부산/경남/울산,67,영업 종사자,노년
여성,1977,결혼,있음,510.0,208.3,부산/경남/울산,45,영업 종사자,중년
남성,1978,결혼,있음,510.0,583.3,부산/경남/울산,44,영업 종사자,중년
남성,1951,결혼,없음,510.0,241.61901596892534,부산/경남/울산,71,영업 종사자,노년
남성,1976,결혼,없음,510.0,358.3,부산/경남/울산,46,영업 종사자,중년
여성,1961,결혼,있음,510.0,686.4,부산/경남/울산,61,영업 종사자,노년
여성,1974,결혼,있음,510.0,100.0,부산/경남/울산,48,영업 종사자,중년
남성,1972,무응답,없음,510.0,396.7,부산/경남/울산,50,영업 종사자,중년
남성,1960,결혼,없음,510.0,241.61901596892534,부산/경남/울산,62,영업 종사자,노년
여성,1949,결혼,있음,510.0,100.0,부산/경남/울산,73,영업 종사자,노년
남성,1974,결혼,있음,510.0,241.61901596892534,부산/경남/울산,48,영업 종사자,중년
남성,1974,무응답,없음,510.0,333.3,부산/경남/울산,48,영업 종사자,중년
남성,1978,결혼,없음,510.0,297.6,수도권,44,영업 종사자,중년
여성,1962,결혼,있음,510.0,150.0,부산/경남/울산,60,영업 종사자,노년
여성,1965,결혼,없음,510.0,510.0,대구/경북,57,영업 종사자,중년
남성,1971,결혼,없음,510.0,500.0,수도권,51,영업 종사자,중년
여성,1955,결혼,있음,510.0,150.0,대구/경북,67,영업 종사자,노년
남성,1988,무응답,없음,510.0,232.5,대구/경북,34,영업 종사자,중년
남성,1942,결혼,있음,510.0,241.61901596892534,대구/경북,80,영업 종사자,노년
남성,1963,결혼,없음,510.0,210.0,대구/경북,59,영업 종사자,중년
남성,1981,무응답,있음,510.0,200.0,대구/경북,41,영업 종사자,중년
남성,1964,결혼,없음,510.0,241.61901596892534,대구/경북,58,영업 종사자,중년
남성,1991,결혼,있음,510.0,200.0,수도권,31,영업 종사자,중년
남성,1981,결혼,없음,510.0,304.0,수도권,41,영업 종사자,중년
남성,1962,결혼,있음,510.0,390.0,수도권,60,영업 종사자,노년
남성,1974,결혼,있음,510.0,357.0,수도권,48,영업 종사자,중년
남성,1965,결혼,없음,510.0,235.0,대전/충남,57,영업 종사자,중년
남성,1970,결혼,없음,510.0,183.0,수도권,52,영업 종사자,중년
남성,1986,무응답,없음,510.0,150.0,수도권,36,영업 종사자,중년
여성,1972,이혼,없음,510.0,297.0,수도권,50,영업 종사자,중년
여성,1972,결혼,없음,510.0,160.0,수도권,50,영업 종사자,중년
남성,1970,결혼,있음,510.0,422.0,수도권,52,영업 종사자,중년
남성,1970,결혼,없음,510.0,522.0,수도권,52,영업 종사자,중년
남성,1961,이혼,없음,510.0,205.0,수도권,61,영업 종사자,노년
여성,1969,결혼,있음,510.0,200.0,수도권,53,영업 종사자,중년
여성,1963,이혼,없음,510.0,138.0,수도권,59,영업 종사자,중년
여성,1965,결혼,있음,510.0,150.0,수도권,57,영업 종사자,중년
남성,1974,결혼,없음,510.0,519.2,광주/전남/전북/제주도,48,영업 종사자,중년
남성,1958,결혼,없음,510.0,147.1,광주/전남/전북/제주도,64,영업 종사자,노년
남성,1953,결혼,있음,510.0,583.3,광주/전남/전북/제주도,69,영업 종사자,노년
여성,1944,무응답,있음,510.0,37.5,광주/전남/전북/제주도,78,영업 종사자,노년
남성,1981,결혼,있음,510.0,208.3,광주/전남/전북/제주도,41,영업 종사자,중년
남성,1969,결혼,없음,510.0,583.3,광주/전남/전북/제주도,53,영업 종사자,중년
여성,1968,결혼,없음,510.0,168.1,광주/전남/전북/제주도,54,영업 종사자,중년
여성,1956,결혼,있음,510.0,241.61901596892534,대전/충남,66,영업 종사자,노년
남성,1961,결혼,없음,510.0,241.61901596892534,대전/충남,61,영업 종사자,노년
남성,1975,결혼,있음,510.0,1150.0,대전/충남,47,영업 종사자,중년
남성,1980,결혼,없음,510.0,250.8,대전/충남,42,영업 종사자,중년
남성,1977,결혼,있음,510.0,241.61901596892534,대전/충남,45,영업 종사자,중년
여성,1968,결혼,있음,510.0,241.61901596892534,대전/충남,54,영업 종사자,중년
남성,1964,결혼,없음,510.0,250.0,대전/충남,58,영업 종사자,중년
남성,1980,무응답,없음,510.0,261.0,부산/경남/울산,42,영업 종사자,중년
여성,1958,무응답,있음,510.0,250.0,부산/경남/울산,64,영업 종사자,노년
남성,1970,결혼,있음,510.0,241.61901596892534,부산/경남/울산,52,영업 종사자,중년
남성,1974,결혼,없음,510.0,313.0,부산/경남/울산,48,영업 종사자,중년
남성,1983,무응답,있음,510.0,180.0,부산/경남/울산,39,영업 종사자,중년
여성,1979,무응답,있음,510.0,210.0,부산/경남/울산,43,영업 종사자,중년
남성,1976,결혼,없음,510.0,241.61901596892534,수도권,46,영업 종사자,중년
여성,1962,이혼,있음,510.0,300.0,수도권,60,영업 종사자,노년
남성,1965,결혼,있음,510.0,400.0,수도권,57,영업 종사자,중년
남성,1963,결혼,없음,510.0,250.0,수도권,59,영업 종사자,중년
남성,1968,결혼,없음,510.0,366.0,수도권,54,영업 종사자,중년
남성,1967,이혼,있음,510.0,241.61901596892534,수도권,55,영업 종사자,중년
남성,1982,결혼,있음,510.0,261.3,수도권,40,영업 종사자,중년
여성,1972,이혼,없음,510.0,114.4,수도권,50,영업 종사자,중년
여성,1990,무응답,없음,510.0,170.0,대전/충남,32,영업 종사자,중년
남성,1974,결혼,없음,510.0,241.61901596892534,수도권,48,영업 종사자,중년
남성,1975,결혼,없음,510.0,155.0,수도권,47,영업 종사자,중년
남성,1983,무응답,있음,510.0,250.0,수도권,39,영업 종사자,중년
남성,1970,결혼,있음,510.0,241.61901596892534,수도권,52,영업 종사자,중년
남성,1960,결혼,없음,510.0,241.61901596892534,수도권,62,영업 종사자,노년
남성,1980,무응답,없음,510.0,412.0,수도권,42,영업 종사자,중년
남성,1963,결혼,없음,510.0,382.3,서울,59,영업 종사자,중년
남성,1964,결혼,있음,510.0,150.0,수도권,58,영업 종사자,중년
남성,1980,결혼,없음,510.0,304.7,수도권,42,영업 종사자,중년
남성,1966,결혼,없음,510.0,241.61901596892534,수도권,56,영업 종사자,중년
남성,1978,무응답,있음,510.0,241.61901596892534,대전/충남,44,영업 종사자,중년
남성,1975,결혼,없음,510.0,348.3,수도권,47,영업 종사자,중년
남성,1979,결혼,없음,510.0,291.7,수도권,43,영업 종사자,중년
남성,1959,결혼,없음,510.0,241.61901596892534,수도권,63,영업 종사자,노년
남성,1968,결혼,있음,510.0,241.61901596892534,수도권,54,영업 종사자,중년
남성,1971,이혼,없음,510.0,241.61901596892534,수도권,51,영업 종사자,중년
남성,1972,결혼,없음,510.0,766.6,수도권,50,영업 종사자,중년
남성,1963,결혼,있음,510.0,250.0,수도권,59,영업 종사자,중년
남성,1981,무응답,없음,510.0,349.7,수도권,41,영업 종사자,중년
여성,1975,결혼,없음,510.0,235.0,수도권,47,영업 종사자,중년
남성,1982,결혼,있음,510.0,400.0,강원/충북,40,영업 종사자,중년
여성,1968,이혼,없음,510.0,58.3,강원/충북,54,영업 종사자,중년
남성,1979,결혼,없음,510.0,503.3,서울,43,영업 종사자,중년
여성,1969,이혼,있음,510.0,104.2,강원/충북,53,영업 종사자,중년
남성,1966,이혼,없음,510.0,400.0,강원/충북,56,영업 종사자,중년
남성,1985,무응답,없음,510.0,180.0,대전/충남,37,영업 종사자,중년
남성,1973,결혼,없음,510.0,331.66,대전/충남,49,영업 종사자,중년
남성,1978,결혼,없음,510.0,169.5,대전/충남,44,영업 종사자,중년
여성,1975,결혼,있음,510.0,300.0,대전/충남,47,영업 종사자,중년
남성,1978,무응답,없음,510.0,315.0,수도권,44,영업 종사자,중년
남성,1981,결혼,없음,510.0,187.0,대전/충남,41,영업 종사자,중년
남성,1963,결혼,있음,510.0,396.6,광주/전남/전북/제주도,59,영업 종사자,중년
남성,1976,무응답,없음,510.0,245.0,수도권,46,영업 종사자,중년
남성,1971,결혼,있음,510.0,305.6,광주/전남/전북/제주도,51,영업 종사자,중년
남성,1979,결혼,있음,510.0,373.0,광주/전남/전북/제주도,43,영업 종사자,중년
여성,1954,이혼,있음,510.0,166.7,광주/전남/전북/제주도,68,영업 종사자,노년
여성,1961,결혼,있음,510.0,433.3,광주/전남/전북/제주도,61,영업 종사자,노년
남성,1966,결혼,있음,510.0,116.6,광주/전남/전북/제주도,56,영업 종사자,중년
남성,1984,결혼,없음,510.0,305.0,광주/전남/전북/제주도,38,영업 종사자,중년
여성,1976,결혼,없음,510.0,100.0,광주/전남/전북/제주도,46,영업 종사자,중년
남성,1975,결혼,있음,510.0,326.7,광주/전남/전북/제주도,47,영업 종사자,중년
여성,1936,무응답,있음,510.0,100.0,광주/전남/전북/제주도,86,영업 종사자,노년
남성,1971,결혼,없음,510.0,241.61901596892534,광주/전남/전북/제주도,51,영업 종사자,중년
남성,1983,결혼,없음,510.0,367.0,수도권,39,영업 종사자,중년
남성,1972,결혼,없음,510.0,241.61901596892534,대구/경북,50,영업 종사자,중년
남성,1966,결혼,없음,510.0,241.61901596892534,부산/경남/울산,56,영업 종사자,중년
여성,1985,무응답,없음,510.0,475.0,대구/경북,37,영업 종사자,중년
남성,1980,결혼,없음,510.0,450.0,대구/경북,42,영업 종사자,중년
남성,1976,결혼,없음,510.0,258.3,대구/경북,46,영업 종사자,중년
남성,1965,결혼,있음,510.0,241.61901596892534,부산/경남/울산,57,영업 종사자,중년
남성,1967,결혼,없음,510.0,166.6,부산/경남/울산,55,영업 종사자,중년
여성,1964,결혼,있음,510.0,125.0,부산/경남/울산,58,영업 종사자,중년
남성,1976,결혼,없음,510.0,388.3,부산/경남/울산,46,영업 종사자,중년
여성,1972,결혼,있음,510.0,527.0,부산/경남/울산,50,영업 종사자,중년
여성,1969,결혼,있음,510.0,516.6,부산/경남/울산,53,영업 종사자,중년
남성,1965,결혼,있음,510.0,450.3,부산/경남/울산,57,영업 종사자,중년
여성,1968,결혼,있음,510.0,241.61901596892534,부산/경남/울산,54,영업 종사자,중년
남성,1947,결혼,있음,510.0,120.0,부산/경남/울산,75,영업 종사자,노년
남성,1986,무응답,있음,510.0,95.0,부산/경남/울산,36,영업 종사자,중년
여성,1989,무응답,없음,510.0,207.0,부산/경남/울산,33,영업 종사자,중년
남성,1967,이혼,있음,510.0,241.61901596892534,광주/전남/전북/제주도,55,영업 종사자,중년
남성,1962,결혼,있음,510.0,241.61901596892534,광주/전남/전북/제주도,60,영업 종사자,노년
여성,1968,무응답,있음,510.0,191.6,강원/충북,54,영업 종사자,중년
남성,1986,결혼,없음,510.0,196.0,서울,36,영업 종사자,중년
남성,1973,결혼,없음,510.0,995.0,광주/전남/전북/제주도,49,영업 종사자,중년
남성,1967,무응답,있음,510.0,300.0,서울,55,영업 종사자,중년
여성,1948,결혼,있음,510.0,40.0,서울,74,영업 종사자,노년
남성,1982,무응답,없음,510.0,240.0,부산/경남/울산,40,영업 종사자,중년
여성,1991,무응답,없음,510.0,164.7,부산/경남/울산,31,영업 종사자,중년
남성,1979,무응답,없음,510.0,250.0,수도권,43,영업 종사자,중년
여성,1962,무응답,있음,510.0,166.6,수도권,60,영업 종사자,노년
남성,1981,결혼,없음,510.0,399.6,광주/전남/전북/제주도,41,영업 종사자,중년
남성,1980,결혼,있음,510.0,335.0,광주/전남/전북/제주도,42,영업 종사자,중년
남성,1976,결혼,있음,510.0,232.0,수도권,46,영업 종사자,중년
남성,1973,결혼,있음,510.0,303.3,광주/전남/전북/제주도,49,영업 종사자,중년
여성,1976,결혼,있음,510.0,241.61901596892534,수도권,46,영업 종사자,중년
남성,1985,무응답,없음,510.0,416.7,수도권,37,영업 종사자,중년
남성,1947,결혼,있음,510.0,241.61901596892534,광주/전남/전북/제주도,75,영업 종사자,노년
여성,1970,결혼,없음,510.0,241.61901596892534,광주/전남/전북/제주도,52,영업 종사자,중년
남성,1974,결혼,없음,510.0,566.7,서울,48,영업 종사자,중년
여성,1974,결혼,없음,510.0,250.0,강원/충북,48,영업 종사자,중년
남성,1980,무응답,없음,510.0,281.6,광주/전남/전북/제주도,42,영업 종사자,중년
남성,1975,결혼,있음,510.0,350.0,수도권,47,영업 종사자,중년
남성,1975,결혼,없음,510.0,294.0,수도권,47,영업 종사자,중년
남성,1963,결혼,없음,510.0,100.0,수도권,59,영업 종사자,중년
여성,1966,결혼,없음,510.0,2400.0,수도권,56,영업 종사자,중년
남성,1969,결혼,없음,510.0,241.61901596892534,대구/경북,53,영업 종사자,중년
남성,1973,결혼,없음,510.0,131.3,대구/경북,49,영업 종사자,중년
남성,1964,결혼,없음,510.0,450.0,수도권,58,영업 종사자,중년
남성,1973,결혼,있음,510.0,530.0,서울,49,영업 종사자,중년
여성,1952,결혼,없음,510.0,88.9,대구/경북,70,영업 종사자,노년
남성,1975,무응답,없음,510.0,125.0,강원/충북,47,영업 종사자,중년
남성,1947,결혼,없음,510.0,224.2,수도권,75,영업 종사자,노년
남성,1953,결혼,없음,510.0,110.0,수도권,69,영업 종사자,노년
남성,1982,결혼,없음,510.0,244.0,강원/충북,40,영업 종사자,중년
남성,1985,결혼,없음,510.0,200.0,수도권,37,영업 종사자,중년
남성,1975,무응답,있음,286.0,241.61901596892534,서울,47,스포츠 및 레크레이션 관련 전문가,중년
여성,1986,무응답,없음,286.0,150.0,서울,36,스포츠 및 레크레이션 관련 전문가,중년
남성,1983,결혼,없음,286.0,241.61901596892534,부산/경남/울산,39,스포츠 및 레크레이션 관련 전문가,중년
여성,1985,결혼,있음,286.0,241.61901596892534,부산/경남/울산,37,스포츠 및 레크레이션 관련 전문가,중년
남성,1969,결혼,없음,286.0,241.61901596892534,수도권,53,스포츠 및 레크레이션 관련 전문가,중년
남성,1992,무응답,있음,286.0,222.0,대전/충남,30,스포츠 및 레크레이션 관련 전문가,중년
여성,1995,무응답,없음,286.0,136.4,대전/충남,27,스포츠 및 레크레이션 관련 전문가,청년
여성,1994,무응답,없음,286.0,150.0,수도권,28,스포츠 및 레크레이션 관련 전문가,청년
여성,1965,결혼,없음,286.0,241.61901596892534,대구/경북,57,스포츠 및 레크레이션 관련 전문가,중년
여성,1975,결혼,있음,286.0,241.61901596892534,대구/경북,47,스포츠 및 레크레이션 관련 전문가,중년
남성,1970,결혼,있음,286.0,241.61901596892534,부산/경남/울산,52,스포츠 및 레크레이션 관련 전문가,중년
남성,1977,결혼,있음,286.0,241.61901596892534,광주/전남/전북/제주도,45,스포츠 및 레크레이션 관련 전문가,중년
여성,1979,결혼,없음,286.0,181.0,대구/경북,43,스포츠 및 레크레이션 관련 전문가,중년
남성,1979,결혼,없음,286.0,340.0,대구/경북,43,스포츠 및 레크레이션 관련 전문가,중년
여성,1988,무응답,있음,286.0,241.61901596892534,서울,34,스포츠 및 레크레이션 관련 전문가,중년
남성,1984,결혼,있음,286.0,241.61901596892534,대전/충남,38,스포츠 및 레크레이션 관련 전문가,중년
남성,1978,결혼,없음,521.0,241.61901596892534,서울,44,매장 판매 종사자,중년
여성,1975,결혼,있음,521.0,30.0,서울,47,매장 판매 종사자,중년
여성,1956,결혼,있음,521.0,161.0,서울,66,매장 판매 종사자,노년
여성,1989,무응답,있음,521.0,120.0,서울,33,매장 판매 종사자,중년
남성,1967,이혼,없음,521.0,241.61901596892534,서울,55,매장 판매 종사자,중년
여성,1954,결혼,있음,521.0,241.61901596892534,서울,68,매장 판매 종사자,노년
남성,1973,무응답,있음,521.0,268.8,서울,49,매장 판매 종사자,중년
여성,1960,결혼,있음,521.0,120.0,서울,62,매장 판매 종사자,노년
여성,1958,이혼,있음,521.0,190.0,서울,64,매장 판매 종사자,노년
여성,1958,결혼,없음,521.0,241.61901596892534,서울,64,매장 판매 종사자,노년
여성,1994,무응답,없음,521.0,241.61901596892534,서울,28,매장 판매 종사자,청년
여성,1993,무응답,있음,521.0,120.0,서울,29,매장 판매 종사자,청년
여성,1962,결혼,없음,521.0,110.0,서울,60,매장 판매 종사자,노년
남성,1968,이혼,있음,521.0,241.61901596892534,서울,54,매장 판매 종사자,중년
여성,1946,무응답,없음,521.0,241.61901596892534,서울,76,매장 판매 종사자,노년
여성,1954,이혼,있음,521.0,95.0,수도권,68,매장 판매 종사자,노년
남성,1974,결혼,없음,521.0,550.0,서울,48,매장 판매 종사자,중년
여성,1988,무응답,없음,521.0,241.61901596892534,수도권,34,매장 판매 종사자,중년
여성,1990,무응답,있음,521.0,212.0,수도권,32,매장 판매 종사자,중년
여성,1970,결혼,없음,521.0,93.0,서울,52,매장 판매 종사자,중년
여성,1964,이혼,있음,521.0,164.7,서울,58,매장 판매 종사자,중년
여성,1974,결혼,있음,521.0,192.5,서울,48,매장 판매 종사자,중년
여성,1960,무응답,없음,521.0,241.61901596892534,서울,62,매장 판매 종사자,노년
남성,1957,결혼,없음,521.0,241.61901596892534,대전/충남,65,매장 판매 종사자,노년
여성,1960,결혼,없음,521.0,241.61901596892534,대전/충남,62,매장 판매 종사자,노년
남성,1966,이혼,있음,521.0,241.61901596892534,서울,56,매장 판매 종사자,중년
여성,1988,무응답,없음,521.0,221.6,서울,34,매장 판매 종사자,중년
남성,1969,결혼,없음,521.0,285.0,서울,53,매장 판매 종사자,중년
남성,1952,결혼,없음,521.0,241.61901596892534,서울,70,매장 판매 종사자,노년
여성,1956,결혼,있음,521.0,90.0,서울,66,매장 판매 종사자,노년
남성,1986,무응답,없음,521.0,190.0,서울,36,매장 판매 종사자,중년
남성,1967,결혼,있음,521.0,253.0,서울,55,매장 판매 종사자,중년
남성,1971,결혼,없음,521.0,241.61901596892534,서울,51,매장 판매 종사자,중년
여성,1966,결혼,없음,521.0,152.6,서울,56,매장 판매 종사자,중년
남성,1995,무응답,없음,521.0,140.0,서울,27,매장 판매 종사자,청년
남성,1974,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,48,매장 판매 종사자,중년
여성,1977,결혼,없음,521.0,241.61901596892534,광주/전남/전북/제주도,45,매장 판매 종사자,중년
여성,1939,무응답,있음,521.0,241.61901596892534,서울,83,매장 판매 종사자,노년
여성,1962,결혼,있음,521.0,115.0,서울,60,매장 판매 종사자,노년
여성,1974,결혼,있음,521.0,140.0,수도권,48,매장 판매 종사자,중년
여성,1970,결혼,있음,521.0,96.6,서울,52,매장 판매 종사자,중년
남성,1981,무응답,없음,521.0,200.0,서울,41,매장 판매 종사자,중년
남성,1957,결혼,없음,521.0,264.0,강원/충북,65,매장 판매 종사자,노년
여성,1960,결혼,없음,521.0,107.0,서울,62,매장 판매 종사자,노년
여성,1969,결혼,없음,521.0,123.0,서울,53,매장 판매 종사자,중년
여성,1973,결혼,없음,521.0,241.61901596892534,서울,49,매장 판매 종사자,중년
여성,1961,결혼,없음,521.0,60.0,서울,61,매장 판매 종사자,노년
여성,1969,이혼,없음,521.0,110.0,서울,53,매장 판매 종사자,중년
여성,1973,무응답,없음,521.0,154.0,서울,49,매장 판매 종사자,중년
남성,1962,결혼,있음,521.0,241.61901596892534,서울,60,매장 판매 종사자,노년
여성,1964,결혼,있음,521.0,132.0,서울,58,매장 판매 종사자,중년
남성,1960,결혼,있음,521.0,241.61901596892534,서울,62,매장 판매 종사자,노년
여성,1963,결혼,있음,521.0,241.61901596892534,서울,59,매장 판매 종사자,중년
여성,1989,무응답,있음,521.0,241.61901596892534,서울,33,매장 판매 종사자,중년
남성,1955,결혼,있음,521.0,241.61901596892534,부산/경남/울산,67,매장 판매 종사자,노년
여성,1960,결혼,있음,521.0,241.61901596892534,부산/경남/울산,62,매장 판매 종사자,노년
여성,1955,결혼,있음,521.0,241.61901596892534,부산/경남/울산,67,매장 판매 종사자,노년
여성,1945,결혼,있음,521.0,241.61901596892534,부산/경남/울산,77,매장 판매 종사자,노년
여성,1974,무응답,있음,521.0,100.0,부산/경남/울산,48,매장 판매 종사자,중년
여성,1963,결혼,없음,521.0,103.0,부산/경남/울산,59,매장 판매 종사자,중년
여성,1967,이혼,없음,521.0,150.0,부산/경남/울산,55,매장 판매 종사자,중년
여성,1985,이혼,없음,521.0,130.0,부산/경남/울산,37,매장 판매 종사자,중년
여성,1940,결혼,있음,521.0,110.0,부산/경남/울산,82,매장 판매 종사자,노년
여성,1992,무응답,있음,521.0,105.0,부산/경남/울산,30,매장 판매 종사자,중년
여성,1953,무응답,있음,521.0,48.0,부산/경남/울산,69,매장 판매 종사자,노년
여성,1967,무응답,없음,521.0,241.61901596892534,부산/경남/울산,55,매장 판매 종사자,중년
여성,1978,결혼,있음,521.0,67.0,부산/경남/울산,44,매장 판매 종사자,중년
여성,1983,결혼,없음,521.0,241.61901596892534,부산/경남/울산,39,매장 판매 종사자,중년
여성,1941,무응답,있음,521.0,241.61901596892534,부산/경남/울산,81,매장 판매 종사자,노년
여성,1974,결혼,없음,521.0,120.0,부산/경남/울산,48,매장 판매 종사자,중년
여성,1971,결혼,있음,521.0,165.0,부산/경남/울산,51,매장 판매 종사자,중년
남성,1977,결혼,있음,521.0,300.0,부산/경남/울산,45,매장 판매 종사자,중년
여성,1965,이혼,없음,521.0,156.0,부산/경남/울산,57,매장 판매 종사자,중년
여성,1967,결혼,없음,521.0,120.0,부산/경남/울산,55,매장 판매 종사자,중년
여성,1961,결혼,없음,521.0,130.0,부산/경남/울산,61,매장 판매 종사자,노년
여성,1959,결혼,있음,521.0,241.61901596892534,부산/경남/울산,63,매장 판매 종사자,노년
여성,1964,결혼,있음,521.0,241.61901596892534,부산/경남/울산,58,매장 판매 종사자,중년
남성,1938,결혼,없음,521.0,241.61901596892534,부산/경남/울산,84,매장 판매 종사자,노년
여성,1972,결혼,없음,521.0,241.61901596892534,대구/경북,50,매장 판매 종사자,중년
여성,1966,결혼,있음,521.0,241.61901596892534,대구/경북,56,매장 판매 종사자,중년
여성,1962,무응답,있음,521.0,153.0,수도권,60,매장 판매 종사자,노년
여성,1967,결혼,없음,521.0,241.61901596892534,대구/경북,55,매장 판매 종사자,중년
남성,1977,결혼,없음,521.0,241.61901596892534,대구/경북,45,매장 판매 종사자,중년
여성,1978,결혼,없음,521.0,241.61901596892534,대구/경북,44,매장 판매 종사자,중년
여성,1967,이혼,있음,521.0,90.0,대구/경북,55,매장 판매 종사자,중년
여성,1995,무응답,없음,521.0,110.0,대구/경북,27,매장 판매 종사자,청년
남성,1959,결혼,없음,521.0,337.0,대구/경북,63,매장 판매 종사자,노년
여성,1984,무응답,있음,521.0,190.0,대구/경북,38,매장 판매 종사자,중년
남성,1975,무응답,없음,521.0,150.0,수도권,47,매장 판매 종사자,중년
여성,1974,결혼,없음,521.0,187.5,수도권,48,매장 판매 종사자,중년
